user_id,login_date,date_time
26578058,20170401,2017-04-01 11:27:43
26244049,20170401,2017-04-01 11:27:45
26312897,20170401,2017-04-01 11:29:34
26175864,20170401,2017-04-01 11:30:32
26191269,20170401,2017-04-01 11:32:48
13697216,20170401,2017-04-01 11:33:58
26404586,20170401,2017-04-01 11:42:00
20957235,20170401,2017-04-01 11:50:53
20957235,20170401,2017-04-01 11:52:45
26577993,20170401,2017-04-01 11:53:52
25763907,20170401,2017-04-01 11:54:11
26162487,20170401,2017-04-01 11:54:51
20957235,20170401,2017-04-01 11:56:22
26528021,20170401,2017-04-01 12:01:10
20988617,20170401,2017-04-01 12:02:38
25765701,20170401,2017-04-01 12:03:50
20988617,20170401,2017-04-01 12:04:36
25859444,20170401,2017-04-01 12:05:24
26474591,20170401,2017-04-01 12:06:37
25772448,20170401,2017-04-01 12:07:39
17922086,20170401,2017-04-01 12:10:36
26431054,20170401,2017-04-01 12:11:01
25916501,20170401,2017-04-01 12:12:15
26474253,20170401,2017-04-01 12:13:26
25860133,20170401,2017-04-01 12:13:40
26329342,20170401,2017-04-01 12:16:07
13101114,20170401,2017-04-01 12:16:39
25763907,20170401,2017-04-01 12:17:43
26431054,20170401,2017-04-01 12:17:58
26578526,20170401,2017-04-01 12:19:19
25754456,20170401,2017-04-01 12:19:41
25450815,20170401,2017-04-01 12:19:59
21078317,20170401,2017-04-01 12:19:57
26431106,20170401,2017-04-01 12:20:25
26578565,20170401,2017-04-01 12:20:29
26507026,20170401,2017-04-01 12:22:41
20964970,20170401,2017-04-01 12:22:51
21941335,20170401,2017-04-01 12:23:39
26578526,20170401,2017-04-01 12:25:43
26578604,20170401,2017-04-01 12:26:37
26578526,20170401,2017-04-01 12:27:04
26578526,20170401,2017-04-01 12:28:27
26273104,20170401,2017-04-01 12:29:42
26578526,20170401,2017-04-01 12:29:55
26084435,20170401,2017-04-01 12:35:42
19929520,20170401,2017-04-01 12:39:11
25919244,20170401,2017-04-01 12:41:44
26467740,20170401,2017-04-01 12:42:49
26474253,20170401,2017-04-01 12:43:23
26218205,20170401,2017-04-01 12:43:37
26474253,20170401,2017-04-01 12:43:43
26474253,20170401,2017-04-01 12:43:53
26474253,20170401,2017-04-01 12:44:00
26474253,20170401,2017-04-01 12:44:14
26474253,20170401,2017-04-01 12:44:14
25915448,20170401,2017-04-01 12:44:27
26474253,20170401,2017-04-01 12:44:45
26474253,20170401,2017-04-01 12:44:49
26474253,20170401,2017-04-01 12:44:53
25884781,20170401,2017-04-01 12:46:04
19801639,20170401,2017-04-01 12:46:04
26168493,20170401,2017-04-01 12:46:08
20118072,20170401,2017-04-01 12:46:45
25884781,20170401,2017-04-01 12:47:01
26474253,20170401,2017-04-01 12:47:44
21255364,20170401,2017-04-01 12:48:00
26474604,20170401,2017-04-01 12:54:34
26452829,20170401,2017-04-01 13:00:06
26438178,20170401,2017-04-01 13:02:14
26579059,20170401,2017-04-01 13:05:44
15258386,20170401,2017-04-01 13:07:23
26579059,20170401,2017-04-01 13:08:12
25916501,20170401,2017-04-01 13:11:42
26436787,20170401,2017-04-01 13:12:15
26452829,20170401,2017-04-01 13:12:49
26415714,20170401,2017-04-01 13:18:16
26452829,20170401,2017-04-01 13:21:35
26084435,20170401,2017-04-01 13:22:21
16011788,20170401,2017-04-01 13:30:27
19900257,20170401,2017-04-01 13:32:08
26471562,20170401,2017-04-01 13:33:23
26579436,20170401,2017-04-01 13:35:40
26176774,20170401,2017-04-01 13:36:01
26579462,20170401,2017-04-01 13:36:43
26471900,20170401,2017-04-01 13:37:31
26577993,20170401,2017-04-01 13:40:38
19945796,20170401,2017-04-01 13:44:06
19868927,20170401,2017-04-01 13:44:10
26431106,20170401,2017-04-01 13:44:50
26431106,20170401,2017-04-01 13:45:34
26537680,20170401,2017-04-01 13:52:26
25884781,20170401,2017-04-01 13:54:34
26400179,20170401,2017-04-01 13:55:30
19366100,20170401,2017-04-01 13:55:54
26201942,20170401,2017-04-01 14:05:01
15258464,20170401,2017-04-01 14:07:17
11995893,20170401,2017-04-01 14:08:00
26201942,20170401,2017-04-01 14:11:22
25720578,20170401,2017-04-01 14:11:48
26579683,20170401,2017-04-01 14:12:12
19494202,20170401,2017-04-01 14:17:16
26471562,20170401,2017-04-01 14:21:47
25924925,20170401,2017-04-01 14:22:40
26579683,20170401,2017-04-01 14:27:00
25948871,20170401,2017-04-01 14:29:27
25948871,20170401,2017-04-01 14:30:47
26577109,20170401,2017-04-01 14:39:38
19929520,20170401,2017-04-01 14:42:52
15258451,20170401,2017-04-01 14:49:19
19494202,20170401,2017-04-01 14:57:27
26394030,20170401,2017-04-01 14:58:02
17434937,20170401,2017-04-01 15:10:19
25977718,20170401,2017-04-01 15:11:38
15457182,20170401,2017-04-01 15:15:42
26579683,20170401,2017-04-01 15:16:15
26474253,20170401,2017-04-01 15:26:33
26228163,20170401,2017-04-01 15:30:51
26459797,20170401,2017-04-01 15:32:05
25919920,20170401,2017-04-01 15:32:24
20415200,20170401,2017-04-01 15:35:19
26033800,20170401,2017-04-01 15:39:00
26144235,20170401,2017-04-01 15:43:11
26579683,20170401,2017-04-01 15:43:32
26182884,20170401,2017-04-01 15:46:29
25765961,20170401,2017-04-01 15:51:26
26579683,20170401,2017-04-01 15:53:44
26474240,20170401,2017-04-01 15:55:31
19376097,20170401,2017-04-01 16:00:18
26474994,20170401,2017-04-01 16:00:28
26580762,20170401,2017-04-01 16:02:16
25905971,20170401,2017-04-01 16:02:48
26274820,20170401,2017-04-01 16:08:37
22628476,20170401,2017-04-01 16:10:28
25982294,20170401,2017-04-01 16:10:42
25905971,20170401,2017-04-01 16:15:38
20193992,20170401,2017-04-01 16:19:04
26447772,20170401,2017-04-01 16:19:28
26580762,20170401,2017-04-01 16:19:31
26418392,20170401,2017-04-01 16:19:43
20193992,20170401,2017-04-01 16:23:21
26120185,20170401,2017-04-01 16:25:37
25905971,20170401,2017-04-01 16:25:45
26033800,20170401,2017-04-01 16:29:06
26512720,20170401,2017-04-01 16:30:22
26418652,20170401,2017-04-01 16:30:32
26478569,20170401,2017-04-01 16:34:46
26581009,20170401,2017-04-01 16:39:11
25764492,20170401,2017-04-01 16:40:51
26489697,20170401,2017-04-01 16:44:11
26286455,20170401,2017-04-01 16:50:50
17022187,20170401,2017-04-01 16:51:53
20976683,20170401,2017-04-01 16:53:44
26467740,20170401,2017-04-01 16:54:17
26067418,20170401,2017-04-01 16:56:16
20956546,20170401,2017-04-01 16:57:45
20127536,20170401,2017-04-01 16:58:20
20956546,20170401,2017-04-01 16:59:51
19376097,20170401,2017-04-01 17:00:26
25921649,20170401,2017-04-01 17:08:25
26478569,20170401,2017-04-01 17:14:34
26472823,20170401,2017-04-01 17:25:14
25832131,20170401,2017-04-01 17:25:41
24170679,20170401,2017-04-01 17:27:51
24170679,20170401,2017-04-01 17:27:53
11995893,20170401,2017-04-01 17:29:10
26376181,20170401,2017-04-01 17:30:23
25950899,20170401,2017-04-01 17:32:09
25935507,20170401,2017-04-01 17:38:13
20193992,20170401,2017-04-01 17:38:44
25938146,20170401,2017-04-01 17:38:59
16982199,20170401,2017-04-01 17:39:28
20956546,20170401,2017-04-01 17:42:17
26463892,20170401,2017-04-01 17:42:30
19361108,20170401,2017-04-01 17:48:16
20956546,20170401,2017-04-01 17:49:28
20956546,20170401,2017-04-01 17:49:41
25765259,20170401,2017-04-01 17:49:45
20956546,20170401,2017-04-01 17:49:47
20956546,20170401,2017-04-01 17:50:09
20956546,20170401,2017-04-01 17:50:22
25765129,20170401,2017-04-01 17:51:54
26581607,20170401,2017-04-01 17:53:25
26581685,20170401,2017-04-01 17:59:00
19702917,20170401,2017-04-01 18:00:33
26459797,20170401,2017-04-01 18:04:02
25599275,20170401,2017-04-01 18:05:20
25766845,20170401,2017-04-01 18:06:29
12244856,20170401,2017-04-01 18:08:19
26187382,20170401,2017-04-01 18:09:28
26345449,20170401,2017-04-01 18:13:41
26581815,20170401,2017-04-01 18:15:04
25919192,20170401,2017-04-01 18:15:32
19410898,20170401,2017-04-01 18:18:08
26464269,20170401,2017-04-01 18:18:27
26112476,20170401,2017-04-01 18:18:51
25335102,20170401,2017-04-01 18:20:11
26581841,20170401,2017-04-01 18:20:49
25924093,20170401,2017-04-01 18:21:52
17028882,20170401,2017-04-01 18:25:08
26149656,20170401,2017-04-01 18:25:50
26510952,20170401,2017-04-01 18:25:59
26471991,20170401,2017-04-01 18:27:46
17028882,20170401,2017-04-01 18:29:07
25822706,20170401,2017-04-01 18:30:10
26579436,20170401,2017-04-01 18:33:58
25822706,20170401,2017-04-01 18:34:00
19432036,20170401,2017-04-01 18:36:59
17028804,20170401,2017-04-01 18:37:54
26581815,20170401,2017-04-01 18:38:59
26581815,20170401,2017-04-01 18:39:39
25941175,20170401,2017-04-01 18:39:45
26510952,20170401,2017-04-01 18:40:09
20976683,20170401,2017-04-01 18:40:54
26410657,20170401,2017-04-01 18:43:01
26581815,20170401,2017-04-01 18:43:18
17028882,20170401,2017-04-01 18:43:56
25860237,20170401,2017-04-01 18:44:15
25822706,20170401,2017-04-01 18:44:51
25867140,20170401,2017-04-01 18:48:35
26337870,20170401,2017-04-01 18:48:54
26471991,20170401,2017-04-01 18:48:58
26459797,20170401,2017-04-01 18:48:53
26410397,20170401,2017-04-01 18:49:35
26337870,20170401,2017-04-01 18:50:06
17028882,20170401,2017-04-01 18:50:46
17021238,20170401,2017-04-01 18:50:58
17028882,20170401,2017-04-01 18:51:39
26582127,20170401,2017-04-01 18:52:44
25867140,20170401,2017-04-01 18:52:56
26577174,20170401,2017-04-01 18:54:03
26394342,20170401,2017-04-01 18:54:20
25860237,20170401,2017-04-01 18:54:18
26394342,20170401,2017-04-01 18:55:01
26394342,20170401,2017-04-01 18:56:40
26582127,20170401,2017-04-01 18:56:45
26582179,20170401,2017-04-01 18:58:59
26582179,20170401,2017-04-01 18:59:25
26225355,20170401,2017-04-01 19:00:42
26582179,20170401,2017-04-01 19:01:41
15258386,20170401,2017-04-01 19:02:09
26225316,20170401,2017-04-01 19:02:45
25629032,20170401,2017-04-01 19:06:17
25860237,20170401,2017-04-01 19:07:46
26112151,20170401,2017-04-01 19:08:24
26337272,20170401,2017-04-01 19:09:20
26079105,20170401,2017-04-01 19:09:52
26470860,20170401,2017-04-01 19:10:23
26577174,20170401,2017-04-01 19:11:13
26277407,20170401,2017-04-01 19:11:20
19873867,20170401,2017-04-01 19:11:20
25766143,20170401,2017-04-01 19:11:44
26526227,20170401,2017-04-01 19:11:49
26410397,20170401,2017-04-01 19:12:31
26268554,20170401,2017-04-01 19:13:04
21322652,20170401,2017-04-01 19:15:12
26217295,20170401,2017-04-01 19:15:48
25629032,20170401,2017-04-01 19:16:12
26463892,20170401,2017-04-01 19:17:59
26540306,20170401,2017-04-01 19:19:38
19863337,20170401,2017-04-01 19:20:33
26582127,20170401,2017-04-01 19:22:19
19366100,20170401,2017-04-01 19:22:29
13097500,20170401,2017-04-01 19:22:29
25763907,20170401,2017-04-01 19:23:02
26582127,20170401,2017-04-01 19:30:08
15258386,20170401,2017-04-01 19:30:31
26067418,20170401,2017-04-01 19:30:57
25765064,20170401,2017-04-01 19:32:06
26271362,20170401,2017-04-01 19:33:26
25875174,20170401,2017-04-01 19:34:07
25882194,20170401,2017-04-01 19:34:32
19873867,20170401,2017-04-01 19:34:39
19873789,20170401,2017-04-01 19:35:09
26285454,20170401,2017-04-01 19:35:46
25765129,20170401,2017-04-01 19:37:10
25765714,20170401,2017-04-01 19:41:31
15259322,20170401,2017-04-01 19:44:39
19878040,20170401,2017-04-01 19:44:43
19901635,20170401,2017-04-01 19:45:15
19901635,20170401,2017-04-01 19:49:06
19901752,20170401,2017-04-01 19:50:06
19901635,20170401,2017-04-01 19:52:30
26431054,20170401,2017-04-01 19:54:16
19901843,20170401,2017-04-01 19:54:19
25657099,20170401,2017-04-01 19:54:53
26478790,20170401,2017-04-01 19:57:24
26474994,20170401,2017-04-01 19:59:11
25867140,20170401,2017-04-01 19:59:25
26582673,20170401,2017-04-01 19:59:31
26582673,20170401,2017-04-01 20:00:48
26471562,20170401,2017-04-01 20:00:54
20982078,20170401,2017-04-01 20:00:57
25916501,20170401,2017-04-01 20:02:03
26471991,20170401,2017-04-01 20:02:55
25918152,20170401,2017-04-01 20:03:04
26471562,20170401,2017-04-01 20:04:28
17006626,20170401,2017-04-01 20:04:38
25721059,20170401,2017-04-01 20:09:00
26446680,20170401,2017-04-01 20:09:14
25999246,20170401,2017-04-01 20:10:00
26528021,20170401,2017-04-01 20:11:38
25892022,20170401,2017-04-01 20:12:46
26464542,20170401,2017-04-01 20:13:26
19431191,20170401,2017-04-01 20:17:22
26455403,20170401,2017-04-01 20:19:13
26217295,20170401,2017-04-01 20:21:39
26218205,20170401,2017-04-01 20:23:46
25919192,20170401,2017-04-01 20:25:15
25622454,20170401,2017-04-01 20:26:26
26582946,20170401,2017-04-01 20:26:41
15457182,20170401,2017-04-01 20:26:49
20976631,20170401,2017-04-01 20:28:03
19431581,20170401,2017-04-01 20:29:05
15457182,20170401,2017-04-01 20:30:18
25335102,20170401,2017-04-01 20:30:28
26379535,20170401,2017-04-01 20:30:30
26055341,20170401,2017-04-01 20:30:47
26471523,20170401,2017-04-01 20:32:00
25949157,20170401,2017-04-01 20:33:29
25949157,20170401,2017-04-01 20:33:35
26473499,20170401,2017-04-01 20:34:19
25765623,20170401,2017-04-01 20:37:26
19365853,20170401,2017-04-01 20:38:06
19425198,20170401,2017-04-01 20:40:09
25766845,20170401,2017-04-01 20:40:54
26218205,20170401,2017-04-01 20:43:12
17026737,20170401,2017-04-01 20:44:31
19534528,20170401,2017-04-01 20:45:58
26504465,20170401,2017-04-01 20:52:40
26467610,20170401,2017-04-01 20:53:25
25765701,20170401,2017-04-01 20:54:26
25765701,20170401,2017-04-01 20:55:31
26464542,20170401,2017-04-01 20:56:15
25858976,20170401,2017-04-01 20:58:15
26217295,20170401,2017-04-01 20:59:00
25948962,20170401,2017-04-01 21:02:31
26144430,20170401,2017-04-01 21:02:52
25765623,20170401,2017-04-01 21:03:31
26113607,20170401,2017-04-01 21:04:14
26113607,20170401,2017-04-01 21:06:27
26217295,20170401,2017-04-01 21:07:29
17481178,20170401,2017-04-01 21:08:07
25765571,20170401,2017-04-01 21:08:18
25763907,20170401,2017-04-01 21:08:42
26444340,20170401,2017-04-01 21:10:37
26583388,20170401,2017-04-01 21:12:15
26583388,20170401,2017-04-01 21:12:30
26583388,20170401,2017-04-01 21:12:48
26583388,20170401,2017-04-01 21:13:03
26337779,20170401,2017-04-01 21:13:42
26558480,20170401,2017-04-01 21:13:56
19365853,20170401,2017-04-01 21:13:56
26583388,20170401,2017-04-01 21:14:58
25897703,20170401,2017-04-01 21:16:04
26575887,20170401,2017-04-01 21:17:57
26039962,20170401,2017-04-01 21:19:28
17682951,20170401,2017-04-01 21:20:21
25882194,20170401,2017-04-01 21:20:32
26583466,20170401,2017-04-01 21:20:51
25653836,20170401,2017-04-01 21:22:59
26051324,20170401,2017-04-01 21:23:48
26152841,20170401,2017-04-01 21:28:08
25917853,20170401,2017-04-01 21:28:40
25882194,20170401,2017-04-01 21:28:43
25902435,20170401,2017-04-01 21:29:51
19878040,20170401,2017-04-01 21:32:10
26152841,20170401,2017-04-01 21:32:23
25885938,20170401,2017-04-01 21:33:09
26583583,20170401,2017-04-01 21:33:16
25817051,20170401,2017-04-01 21:34:18
26583635,20170401,2017-04-01 21:34:36
26581607,20170401,2017-04-01 21:37:07
26432510,20170401,2017-04-01 21:40:32
13437723,20170401,2017-04-01 21:41:06
26423293,20170401,2017-04-01 21:41:17
25897703,20170401,2017-04-01 21:42:33
26161863,20170401,2017-04-01 21:42:49
25817051,20170401,2017-04-01 21:44:50
25902435,20170401,2017-04-01 21:45:05
13101114,20170401,2017-04-01 21:46:16
25335102,20170401,2017-04-01 21:46:34
25886159,20170401,2017-04-01 21:46:54
25886159,20170401,2017-04-01 21:47:38
26472485,20170401,2017-04-01 21:48:51
19368193,20170401,2017-04-01 21:51:23
25924301,20170401,2017-04-01 21:53:33
25996204,20170401,2017-04-01 21:53:57
26583817,20170401,2017-04-01 21:56:18
25765064,20170401,2017-04-01 21:56:22
25919985,20170401,2017-04-01 21:58:31
26376181,20170401,2017-04-01 21:59:33
25599275,20170401,2017-04-01 22:02:27
26431106,20170401,2017-04-01 22:03:51
19404138,20170401,2017-04-01 22:04:02
25764869,20170401,2017-04-01 22:04:27
19900257,20170401,2017-04-01 22:04:49
26583934,20170401,2017-04-01 22:06:00
26583635,20170401,2017-04-01 22:07:53
19432036,20170401,2017-04-01 22:08:04
26113607,20170401,2017-04-01 22:08:15
26471991,20170401,2017-04-01 22:08:24
15258906,20170401,2017-04-01 22:09:32
26152841,20170401,2017-04-01 22:13:06
25765324,20170401,2017-04-01 22:13:43
19895642,20170401,2017-04-01 22:15:47
26124137,20170401,2017-04-01 22:16:07
19888427,20170401,2017-04-01 22:19:37
19365853,20170401,2017-04-01 22:20:38
25764869,20170401,2017-04-01 22:20:47
26076024,20170401,2017-04-01 22:21:45
25765324,20170401,2017-04-01 22:25:26
25765064,20170401,2017-04-01 22:27:19
26584168,20170401,2017-04-01 22:27:22
25951068,20170401,2017-04-01 22:29:39
25765064,20170401,2017-04-01 22:29:57
25772448,20170401,2017-04-01 22:30:38
25765324,20170401,2017-04-01 22:30:57
25765701,20170401,2017-04-01 22:34:33
26584311,20170401,2017-04-01 22:42:54
26113607,20170401,2017-04-01 22:43:43
25765701,20170401,2017-04-01 22:47:19
13077116,20170401,2017-04-01 22:52:15
25772448,20170401,2017-04-01 22:54:35
25765064,20170401,2017-04-01 22:57:01
25940122,20170401,2017-04-01 23:00:57
26144235,20170401,2017-04-01 23:01:52
19431191,20170401,2017-04-01 23:06:54
25335102,20170401,2017-04-01 23:06:55
25335102,20170401,2017-04-01 23:07:07
25765701,20170401,2017-04-01 23:09:15
26016822,20170401,2017-04-01 23:14:28
26433485,20170401,2017-04-01 23:19:41
25822706,20170401,2017-04-01 23:22:39
25765701,20170401,2017-04-01 23:25:54
25765064,20170401,2017-04-01 23:28:47
25765064,20170401,2017-04-01 23:29:06
26584649,20170402,2017-04-02 00:00:30
25765064,20170402,2017-04-02 00:00:44
15258386,20170402,2017-04-02 00:07:03
18097313,20170402,2017-04-02 00:09:47
25536173,20170402,2017-04-02 00:15:42
25765064,20170402,2017-04-02 00:36:00
25765064,20170402,2017-04-02 00:51:30
15258906,20170402,2017-04-02 01:28:57
15258386,20170402,2017-04-02 06:20:27
15259322,20170402,2017-04-02 06:35:33
26558480,20170402,2017-04-02 06:54:27
26076024,20170402,2017-04-02 06:54:34
26581815,20170402,2017-04-02 07:17:34
26376181,20170402,2017-04-02 07:20:20
25923378,20170402,2017-04-02 07:26:41
26248716,20170402,2017-04-02 07:37:26
15258386,20170402,2017-04-02 07:38:57
25923378,20170402,2017-04-02 07:44:04
25914863,20170402,2017-04-02 07:56:04
26225355,20170402,2017-04-02 08:01:52
25867114,20170402,2017-04-02 08:02:22
17288193,20170402,2017-04-02 08:12:06
26203788,20170402,2017-04-02 08:19:40
26421369,20170402,2017-04-02 08:30:06
26418652,20170402,2017-04-02 08:35:08
26044330,20170402,2017-04-02 08:37:32
25602135,20170402,2017-04-02 08:38:05
26528021,20170402,2017-04-02 08:42:04
26182884,20170402,2017-04-02 08:46:14
26431041,20170402,2017-04-02 08:47:27
17022187,20170402,2017-04-02 08:50:28
21255364,20170402,2017-04-02 08:52:06
26471991,20170402,2017-04-02 08:52:56
26472173,20170402,2017-04-02 08:56:24
26524810,20170402,2017-04-02 08:59:08
26504465,20170402,2017-04-02 09:01:55
13090896,20170402,2017-04-02 09:02:12
26492024,20170402,2017-04-02 09:02:58
20552649,20170402,2017-04-02 09:03:17
26492024,20170402,2017-04-02 09:03:46
21078317,20170402,2017-04-02 09:05:29
26203788,20170402,2017-04-02 09:06:18
26451568,20170402,2017-04-02 09:06:30
26182364,20170402,2017-04-02 09:16:57
24708697,20170402,2017-04-02 09:19:15
26475111,20170402,2017-04-02 09:24:52
26415623,20170402,2017-04-02 09:35:04
17028882,20170402,2017-04-02 09:39:15
26425022,20170402,2017-04-02 09:39:14
17434937,20170402,2017-04-02 09:39:17
15258386,20170402,2017-04-02 09:40:13
26122941,20170402,2017-04-02 09:42:15
26164619,20170402,2017-04-02 09:43:19
24708697,20170402,2017-04-02 09:43:42
26195897,20170402,2017-04-02 09:46:48
25766143,20170402,2017-04-02 09:48:31
26585390,20170402,2017-04-02 09:48:40
25817051,20170402,2017-04-02 09:50:51
25817051,20170402,2017-04-02 09:51:10
25817051,20170402,2017-04-02 09:51:33
25817051,20170402,2017-04-02 09:51:52
26551525,20170402,2017-04-02 09:55:29
19370065,20170402,2017-04-02 09:55:50
20932444,20170402,2017-04-02 09:58:35
26293696,20170402,2017-04-02 10:00:08
26585390,20170402,2017-04-02 10:02:47
26585390,20170402,2017-04-02 10:03:04
26407095,20170402,2017-04-02 10:03:18
15258516,20170402,2017-04-02 10:08:41
26585507,20170402,2017-04-02 10:09:08
25764492,20170402,2017-04-02 10:11:33
26585390,20170402,2017-04-02 10:12:18
25764869,20170402,2017-04-02 10:13:18
26585598,20170402,2017-04-02 10:13:34
25766351,20170402,2017-04-02 10:15:56
26585637,20170402,2017-04-02 10:17:41
25765129,20170402,2017-04-02 10:18:29
26431041,20170402,2017-04-02 10:19:15
25904411,20170402,2017-04-02 10:20:08
26461981,20170402,2017-04-02 10:23:27
26346307,20170402,2017-04-02 10:24:26
26346307,20170402,2017-04-02 10:24:41
26346307,20170402,2017-04-02 10:25:00
26346307,20170402,2017-04-02 10:25:15
26346307,20170402,2017-04-02 10:25:23
26346307,20170402,2017-04-02 10:27:20
26346307,20170402,2017-04-02 10:29:27
26346307,20170402,2017-04-02 10:29:40
26346307,20170402,2017-04-02 10:29:59
26346307,20170402,2017-04-02 10:30:09
26579683,20170402,2017-04-02 10:33:10
25765987,20170402,2017-04-02 10:36:29
25829986,20170402,2017-04-02 10:37:27
19361758,20170402,2017-04-02 10:49:05
13097890,20170402,2017-04-02 10:49:57
26175864,20170402,2017-04-02 10:52:56
26432796,20170402,2017-04-02 10:57:16
25674987,20170402,2017-04-02 10:58:34
26113178,20170402,2017-04-02 10:58:55
26044330,20170402,2017-04-02 10:59:30
25765818,20170402,2017-04-02 11:03:38
13097890,20170402,2017-04-02 11:05:13
26450970,20170402,2017-04-02 11:05:59
26044330,20170402,2017-04-02 11:06:00
25765987,20170402,2017-04-02 11:06:37
25765818,20170402,2017-04-02 11:07:25
25765987,20170402,2017-04-02 11:10:53
25835576,20170402,2017-04-02 11:12:31
26023023,20170402,2017-04-02 11:13:50
26226538,20170402,2017-04-02 11:16:13
26471562,20170402,2017-04-02 11:17:49
26585871,20170402,2017-04-02 11:19:54
26585871,20170402,2017-04-02 11:20:02
26585871,20170402,2017-04-02 11:20:16
26585455,20170402,2017-04-02 11:22:05
26585871,20170402,2017-04-02 11:22:58
